channel_id,channel_name,video_id,status
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ygVTaZ-XaPg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ayjSkDH_Vtw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,rQ2DqshSvCg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,KJy_UrYG1as,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,HR6dMTps16w,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,HsxX7VMM718,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,1FrJg-bH63w,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Ot49a_phXuI,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Zfan5Rmea3k,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,7n1dJibopAY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,j1CqEj3awPg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,9tv92qClTuE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,JAh27fYryjw,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Eb5AYxy_7ag,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,YwHVzstKtD8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,a1dVcHANmYg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,j5SVnNOfXgQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,FDClBcO-3-0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,xYPl4vtreoc,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,25hLzjL0hgA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,jChwfg251IM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,DncejNvRvTM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,gmWgonsj6HA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,qCPjrwiL350,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,3Zyb_DU2jFg,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,huh9IJHO7AE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,GeRkd99WZbU,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,1ada3VIR1fQ,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,vrPyXja4oaY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,zXlveWbjCls,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,N4nuqaAs79g,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,z0TENHkJmzA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,iig0YSPArE0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,fsxL5bd7xoE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,y6R6Tk-bloE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,_oYJdQvFxKo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,2zX2zFonIEE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,vp8qfiWf6-I,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,TA-aeCFktME,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,m3HTdYfHpD4,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,ET36pk-i4U0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,l0qUMLzy_2E,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,Td-nXxKGqT0,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,DA3BPjYPUGY,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,2p1-JhJ_PZM,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,9Hshc4Uo2Jk,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,G_Oq32bGM74,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,liIJBuuJV9k,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,uMLZaJ4Xwuo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,0NzwTo7dhMc,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,VXSIQ7XuUQ8,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,waeLgP8c0cA,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,BCnteF--YUo,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,RCAalQ-bgmE,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,dbDeFwNox5A,401
UCfpaSruWW3S4dibonKXENjA,Tzuyang,1oItBKdDg_8,401
